index,s1,r,s2
"816","Arkla Exploration","owns","gas"
"816","Arkla Exploration","owns","crude-oil reserves"
"816","gas","in","South and Southwest"
"816","crude-oil reserves","in","South and Southwest"
"817","Journal reporters","called","companies"
"817","companies","with","headquarters"
"817","companies","with","facilities"
"817","headquarters","in","Bay area"
"817","Wall","assess","damage"
"817","damage","caused","earthquake"
"818","ADIA SERVICES INC",",","Menlo Park"
"818","ADIA SERVICES INC",",","temporary personnel agency"
"818","ADIA SERVICES INC",",","annual sales"
"818","annual sales","of","$ 504 million"
"818","ADIA SERVICES INC","all","30 offices"
"818","30 offices","were","working"
"818","30 offices","in","Bay area"
"818","working","but","disarray"
"819","ADVANCED MICRO DEVICES INC",",","Sunnyvale"
"819","ADVANCED MICRO DEVICES INC",",","integrated circuit maker"
"819","ADVANCED MICRO DEVICES INC","annual sales of","$ 1.12 billion"
"819","ADVANCED MICRO DEVICES INC","minor","structural damage"
"820","AMDAHL CORP",",","Sunnyvale"
"820","AMDAHL CORP","annual sales of","$ 1.8 billion"
"820","AMDAHL CORP","were","no damage"
"820","AMDAHL CORP","closed","yesterday"
"821","AMERICAN BUILDING MAINTENANCE INDUSTRIES Inc",",","San Francisco"
"821","AMERICAN BUILDING MAINTENANCE INDUSTRIES Inc","provider of","maintenance services"
"821","AMERICAN BUILDING MAINTENANCE INDUSTRIES Inc","annual revenue of","$ 582 million"
"821","AMERICAN BUILDING MAINTENANCE INDUSTRIES Inc","some","damage"
"821","damage","to","headquarters"
"821","AMERICAN BUILDING MAINTENANCE INDUSTRIES Inc","lost","phone service"
"821","operations","moved to","branch office"
"822","AMERICAN PRESIDENT COS",",","Oakland"
"822","AMERICAN PRESIDENT COS",",","shipping concern"
"822","AMERICAN PRESIDENT COS","annual sales of","$ 2.2 billion"
"822","AMERICAN PRESIDENT COS","little","damage"
"822","damage","to","cranes"
"822","damage","to","dock"
"822","damage","to","rail track"
"822","damage","at","container-ship facility"
"822","container-ship facility","near","Route 880 overpass"
"823","ANACOMP INC",",","Indianapolis"
"823","ANACOMP INC","its","Xidex Corp. unit"
"823","Xidex Corp. unit","maker of","computer disks"
"823","Xidex Corp. unit","maker of","microfilm"
"823","Xidex Corp. unit","annual sales of","$ 637"
"823","Xidex Corp. unit","had","minor damage"
"823","Xidex Corp. unit","is","operational"
"824","ANTHEM ELECTRONICS INC",",","San Jose"
"824","ANTHEM ELECTRONICS INC","distributor of","electronic parts"
"824","ANTHEM ELECTRONICS INC","annual sales of","$ 300 million"
"824","ANTHEM ELECTRONICS INC","sustained","little damage"
"824","ANTHEM ELECTRONICS INC","operating","by midday"
"825","Contel","denounce","program trading"
"825","Contel","hired","pension fund managers"
"825","pension fund managers","like","Bankers Trust Co"
"826","Big Board","premier","stock exchange"
"826","nation","'s","Big Board"
"827","Big Board","'s","leadership"
"827","Big Board","began","trading"
"827","trading","new stock","basket"
"827","basket","facilitate","program trading"
"828","J. Thomas Allen",",","president"
"828","president","of","Advanced Investment Management Inc"
"828","Advanced Investment Management Inc","a","Pittsburgh firm"
"828","Advanced Investment Management Inc","runs","200 million fund"
"828","Advanced Investment Management Inc","uses","index arbitrage"
"829","Larry Zicklin",",","managing partner"
"829","managing partner","at","Neuberger & amp ; Berman"
"830","Hans Stoll",",","Vanderbilt University finance professor"
"830","Hans Stoll",",","an authority"
"831","board members","include","John S. Harrison"
"831","board members","include","Mark A. Adley"
"831","Mark A. Adley","of","First Boston"
"831","board members","include","James F. Lyons"
"831","board members","include","William S. Goldberg"
"831","board members","include","Harold S. Handelsman"
"832","Treasury Secretary","","Nicholas Brady"
"833","Mr. Brady","testimony to","Senate securities subcommittee"
"833","Richard Breeden",",","SEC Chairman"
"834","Working Group","on","Financial Markets"
"835","Chicago Mercantile Exchange","margins","stock-index futures"
"835","stock-index futures","at","$ 10,000"
"836","surprised by","surprised by","subpoena"
"836","subpoena","for","100 boxes"
"836","subpoena","for","file cabinets"
"836","file cabinets","of","documents"
"836","Mr. Orr","at","first meeting"
"836","first meeting","with","company representatives"
"837","company","suspended from","federal contracts"
"837","units","suspended from","federal contracts"
"837","Mr. Orr","familiarize","self-policing procedures"
"837","Mr. Orr","familiarize","additional information"
"838","controversy","involved","technical disputes"
"838","technical disputes","rather","criminal activity"
"838","billing practices","heart","controversy"
"839","company","'s","conduct"
"839","conduct","does not","question"
"839","question","of","wrongful corporate intent"
"839","question","of","ratification"
"839","question","of","cover-up"
"839","GE","'s","asserts"
"839","question","of","asserts"
"840","Directors","of","Bergen Bank"
"840","Directors","of","Den Norske Creditbank"
"840","Norway","'s","Den Norske Creditbank"
"840","Norway","'s","Bergen Bank"
"840","Bergen Bank","agreed","Den Norske Creditbank"
"840","Bergen Bank","merger of","banks"
"840","Den Norske Creditbank","merger of","banks"
"841","merger","create","seventh largest bank"
"841","Scandinavia","'s","seventh largest bank"
"841","seventh largest bank","with","combined assets"
"841","combined assets","of","210 billion Norwegian kroner"
"842","application","to merge","one entity"
"842","application","called","Den Norske Bank AS"
"842","application","sent","Finance Ministry"
"843","two boards","in","joint statement"
"843","joint statement","proposed","merger agreement"
"843","merger agreement","in","separate board meetings"
"843","separate board meetings","in","Oslo"
"844","15 % stake","in","Paxus Corp"
"844","15 % stake","for","20 million Australian dollars"
"845","Secretary","of","State Baker"
"845","Nicaraguan","President","Ortega"
"845","elections","scheduled","February"
"846","Pensacola",",","Fla"
"846","USS Lexington","returned","dock"
"846","dock","following","accident"
"846","dock","in","Pensacola"
"846","pilot","of","training jet"
"846","pilot","crashed","ship"
"846","accident","killing","five sailors"
"846","pilot","killing","five sailors"
"847","captain","of","aircraft carrier"
"847","aircraft carrier","oldest in","Navy"
"848","Four people","torched","three U.S. flags"
"848","three U.S. flags","in","U.S. Capitol"
"848","Four people","protecting","federal law"
"848","federal law","protecting","American flag"
"849","law","into","force"
"849","Bush","allowed","law"
"849","law","without","signature"
"849","Bush","his","signature"
"850","Beijing","'s","emergency"
"850","state","of","emergency"
"850","Chinese officials","replace","soldiers"
"850","soldiers","in","Tiananmen Square"
"850","Chinese officials","scaling down","emergency"
"851","U.S. Embassy","filed","three protests"
"851","U.S. Embassy","filed","government"
"851","China","'s","government"
"852","two earthquakes","in","Algeria"
"852","two earthquakes","reached","250 injured"
"852","two earthquakes","reached","least 30 dead"
"853","MCA","'s","music-entertainment"
"853","MCA","'s","book-publishing units"
"853","music-entertainment","posted","record revenue"
"853","book-publishing units","posted","operating profit"
"853","music-entertainment","posted","operating profit"
"853","book-publishing units","posted","record revenue"
"854","parent company","'s","net"
"854","net","included","loss"
"854","loss","related","Cineplex Odeon Corp"
"854","parent company","stake in","Cineplex Odeon Corp"
"855","Cineplex","a","Toronto theater chain"
"855","Cineplex","had","second-quarter net loss"
"855","second-quarter net loss","of","38.7 million"
"856","net","included","certain reserves"
"856","MCA","said","net"
"856","certain reserves","related to","restructuring"
"856","MCA","restructuring","LJN Toys ' international operations"
"857","items","partly","offset"
"857","MCA","sale of","Miller International unit"
"857","Miller International unit","maker","audio cassettes"
"857","Miller International unit","distributor","audio cassettes"
"858","MCA","rose","$ 1.50"
"859","Tyrannosaurus Rex","Had strict","Cretaceous views"
"859","Cretaceous views","on","sex"
"860","CARTER HAWLEY HALE STORES Inc",",","Los Angeles"
"860","CARTER HAWLEY HALE STORES Inc",",","retailer"
"860","CARTER HAWLEY HALE STORES Inc",",","annual sales"
"860","annual sales","of","$ 2.79 billion"
"860","CARTER HAWLEY HALE STORES Inc",",","NYSE"
"860","CARTER HAWLEY HALE STORES Inc","closed","nine of its 22 Emporium stores"
"860","closed","because","water damage"
"860","closed","because","broken windows"
"860","closed","because","fallen displays"
"861","CHEVRON CORP",",","San Francisco"
"861","CHEVRON CORP",",","oil company"
"861","CHEVRON CORP",",","annual sales"
"861","annual sales","of","$ 25.2 billion"
"861","CHEVRON CORP",",","NYSE"
"861","CHEVRON CORP","had","minor damage"
"861","minor damage","to","downtown headquarters"
"861","CHEVRON CORP",",","structural damage"
"861","structural damage","closed","two of its seven buildings"
"861","two of its seven buildings","in","San Ramone industrial park"
"862","CLOROX",",","Oakland"
"862","CLOROX",",","consumer products"
"862","CLOROX",",","annual sales"
"862","annual sales","of","$ 1.36 billion"
"862","CLOROX",",","NYSE"
"862","CLOROX","closed","yesterday"
"862","CLOROX","plans","reopen today or tomorrow"
"863","orders","routed","Kingsford Products unit"
"863","Kingsford Products unit","in","Louisville"
"863","Louisville",",","Ky"
"863","orders","processed","manually"
"864","COHERENT INC",",","Palo Alto"
"864","COHERENT INC",",","laser maker"
"864","COHERENT INC",",","annual sales"
"864","annual sales","of","$ 159 million"
"864","COHERENT INC","closed","yesterday"
"864","COHERENT INC","expects","to reopen today"
"865","CONSOLIDATED FREIGHTWAYS",",","Menlo Park"
"865","CONSOLIDATED FREIGHTWAYS",",","trucking company"
"865","CONSOLIDATED FREIGHTWAYS",",","annual sales"
"865","annual sales",",","$ 2.69 billion"
"865","CONSOLIDATED FREIGHTWAYS",",","NYSE"
"865","CONSOLIDATED FREIGHTWAYS",",","structural damage"
"865","structural damage","to","CF Motor Freight subsidiary 's office"
"865","CF Motor Freight subsidiary 's office","in","Palo Alto"
"865","CONSOLIDATED FREIGHTWAYS",",","no damage"
"865","no damage","in","Menlo Park"
"866","COOPER COMPANIES INC",",","Palo Alto"
"866","COOPER COMPANIES INC",",","medical products maker"
"866","COOPER COMPANIES INC",",","annual sales"
"866","annual sales","of","$ 628 million"
"866","COOPER COMPANIES INC",",","NYSE"
"866","COOPER COMPANIES INC",",","little damage"
"866","COOPER COMPANIES INC","in","full operation yesterday"
"867","DAYTON HUDSON CORP",",","Minneapolis"
"867","DAYTON HUDSON CORP",",","retailer"
"867","DAYTON HUDSON CORP",",","annual sales"
"867","annual sales","of","$ 12.2 billion"
"867","DAYTON HUDSON CORP",",","NYSE"
"867","DAYTON HUDSON CORP","closed","seven of its 13 Bay-area Target discount stores"
"867","DAYTON HUDSON CORP","closed","nine of its 20 Mervyn 's department stores"
"867","seven of its 13 Bay-area Target discount stores","because","pending reviews"
"867","nine of its 20 Mervyn 's department stores","because","pending reviews"
"867","pending reviews","by","structural engineers"
"868","DIASONICS INC",",","South San Francisco"
"868","DIASONICS INC",",","maker of magnetic resonance imaging equipment"
"868","annual sales","of","$ 281 million"
"868","DIASONICS INC",",","Amex"
"868","DIASONICS INC","had","minor damage"
"868","minor damage",",","in a stockroom"
"869","Mercedes","shorten","product development cycle"
"869","product development cycle","to","eight years"
"869","eight years","from","10 or 12 years"
"869","Mercedes","compete","Lexus"
"869","Toyota Motor Corp","'s","Lexus"
"869","Mercedes","compete","Infiniti"
"869","Nissan Motor Co","'s","Infiniti"
"869","Mercedes","compete","Acura"
"869","Honda Motor Co","'s","Acura"
"870","Apogee Enterprises Inc","said","profit"
"870","profit","below","year-earlier results"
"870","profit","because","after-tax charge"
"870","after-tax charge","of","$ 1.9 million"
"870","after-tax charge","related","project"
"870","project","guaranteed by","company"
"871","revenue","of","$ 114 million"
"871","glass products and aluminum window maker","earned","$ 4 million"
"871","$ 4 million","on","revenue"
"872","charge stems","from","building supply contract"
"872","building supply contract","which","company guaranteed"
"872","company guaranteed","contractor 's","performance"
"873","subcontractor","had","cost overruns"
"873","fulfill","the","contract"
"873","Apogee","to ensure","completion"
"873","completion","of","project"
"873","Apogee","said","subcontractor"
"874","Rupert Murdoch","acquired","25 % stake"
"874","25 % stake","in","Grupo Zeta S.A"
"874","Grupo Zeta S.A",",","magazine"
"874","Grupo Zeta S.A",",","newspaper publisher"
"874","Spanish","leading","magazine"
"874","Spanish","leading","newspaper publisher"
"875","Mr. Murdoch","'s","News International PLC"
"875","News International PLC","unit of","Australia-based News Corp"
"875","News International PLC","subscribe","rights issue"
"875","rights issue","by","Zeta"
"875","rights issue","valued at","6.65 billion pesetas"
"876","Servifilm Spain Cinematografica S.A","participating in","issue"
"877","Jacques Hachuel",",","Madrid-based financier"
"877","Jacques Hachuel","received","5 % stake"
"877","5 % stake","in","Barcelona-based publishing group"
"878","cash injection","boosted","capital"
"878","Zeta","'s","capital"
"878","capital","to","8.47 billion pesetas"
"878","cash injection","enhancing","ability"
"878","ability","make","investments"
"879","Fargo & amp ; Co","reported","1.25 % return"
"879","1.25 % return","on","assets"
"880","Donald K. Crowley","an","analyst"
"880","analyst","with","Keefe , Bruyette & amp ; Woods Inc"
"880","Keefe , Bruyette & amp ; Woods Inc",",","San Francisco"
"881","BankAmerica","stock edged up","12.5 cents"
"882","BankAmerica","'s","total loans"
"882","total loans","rose","8 %"
"882","total loans","rose","71.36 billion"
"883","BankAmerica","profit soared","81 %"
"883","BankAmerica","profit soared","$ 833 million"
"884","Golden Nugget Inc","reported","net loss"
"884","net loss","of","$ 13.1 million"
"885","expenses","stem from","Mirage resort-casino"
"885","company","'s","expenses"
"885","Mirage resort-casino","to open","next month"
"886","Golden Nugget","reported","net loss"
"886","net loss","of","$ 11.4 million"
"887","John Uphoff","an","analyst"
"887","analyst","with","Raymond James & amp ; Associates"
"887","results","attributed","buy-back"
"888","Golden Nugget","closed at","$ 28.25"
"889","GMAC","dropped","net"
"889","net","to","3.1 %"
"889","net","to","$ 234.5 million"
"890","GMAC","its","automotive financing"
"890","GMAC","its","leasing business"
"890","automotive financing","rose","35 %"
"890","leasing business","rose","35 %"
"890","automotive financing","in","U.S"
"890","leasing business","in","U.S"
"891","GMAC","combined","earnings"
"891","earnings","from","GM 's operations"
"892","GMAC","'s","earnings"
"892","earnings","fell","8 %"
"892","GMAC","fell","$ 859.5 million"
"893","EDS","jumped","profit"
"893","profit","to","16 %"
"893","profit","a","record"
"893","profit","jumped","110.9 million"
"894","EDS","earned","$ 315.8 million"
"894","$ 315.8 million","up","$ 280.7 million"
"895","Revenue","from","non-GM accounts"
"895","Revenue","was","45 %"
"895","45 %","of","EDS 's total business"
"896","Mazda Motor Corp","'s","advanced-technology display"
"897","Alberto M. Paracchini",",","chairman"
"897","chairman","of","BanPonce"
"897","Alberto M. Paracchini","serve","president"
"897","president","of","bank holding company"
"897","Alberto M. Paracchini","serve","chairman"
"897","chairman","of","subsidiary"
"898","Banco Popular","proposed","merger"
"898","merger","in","July"
"898","merger","in a","cash and stock transaction"
"898","cash and stock transaction","valued","$ 50 a share"
"898","cash and stock transaction","valued","$ 293 million"
"899","BanPonce","reacted","cooly at first"
"899","BanPonce","appeared","won over"
"899","Banco Popular","'s","assurances"
"899","assurances","it wanted","friendly transaction"
"900","Edward Thompson",",","vice president"
"900","Edward Thompson",",","analyst"
"900","vice president","at","Thomson BankWatch Inc"
"900","analyst","at","Thomson BankWatch Inc"
"900","Thomson BankWatch Inc","in","New York"
"901","BanPonce","caters","affluent customer"
"901","Banco Popular","presence among","middle-income"
"901","Banco Popular","presence among","lower-income markets"
"902","The merger","allow","reduce costs"
"902","reduce costs","by combining","operations"
"902","operations","in","many locations"
"902","many locations","in","Puerto Rico"
"903","Richard Carrion",",","president"
"903","Richard Carrion",",","chief executive officer"
"903","president","of","Banco Popular"
"903","chief executive officer","of","Banco Popular"
"904","Mr. Carrion","serve","chief executive officer"
"904","president","of","subsidiary bank"
"904","chief executive officer","of","subsidiary bank"
"905","merged company","will have","165 branches"
"905","165 branches","in","Puerto Rico"
"905","merged company","will have","27 branches"
"906","Nuggets","owner","Sidney Shlenker"
"907","Messrs. Lee and Bynoe","announced","deal"
"907","deal","made them","first black principal owners"
"907","first black principal owners","of","professional sports franchise"
"908","Comsat Video","headed","Robert Wussler"
"908","Robert Wussler","resigned","executive post"
"908","executive post","with","Turner Broadcasting System Inc"
"908","Robert Wussler","resigned","two weeks ago"
"909","Comsat Video","distributes","pay-per-view programs"
"909","pay-per-view programs","to","hotel rooms"
"909","Comsat Video","add","Nuggets games"
"910","Messrs. Lee and Bynoe","manage","day-today affairs"
"910","Messrs. Lee and Bynoe","manage","Nuggets"
"911","Winnebago Industries Inc","reported","fourth-quarter loss"
"911","Winnebago Industries Inc","slashed","dividend"
"911","Winnebago Industries Inc","in","recreational vehicle industry"
"912","Forest City",",","Iowa"
"912","Forest City","maker of","motor homes"
"912","Forest City","said","loss"
"912","loss","of","$ 11.3 million"
"912","loss","of","46 cents a share"
"913","20 cents","cut","10 cents a share"
"913","Frank Rolfes","at","Dain Bosworth Inc"
"913","Dain Bosworth Inc","in","Minneapolis"
"913","Frank Rolfes","an","analyst"
"914","Winnebago","started","several promotional programs"
"915","unit sales","to","dealers"
"915","unit sales","down","10.5 % from a year"
"915","unit sales","decline","August"
"916","Treasury","bring down","dollar"
"916","Treasury","through","intervention"
"916","intervention","in","foreign-exchange markets"
"917","inflation rate","about","4 %"
"918","Fed","'s","goal"
"918","goal","to","reduce inflation"
"919","Rep. Neal","'s","bill"
"920","Mr. Greenspan","'s","endorsement"
"921","Reps. Hamilton and Dorgan","altered","their bill"
"922","Tax Reform Act","of","1986"
"922","capital-gains taxes","as","economic policy"
"923","International Mobile Machines Corp","fell","3,102,935 shares"
"923","September","month","Oct"
"923","3,102,935 shares","fell","3,420,936"
"924","listing","incorrectly in","main table"
"924","error","by","National Association of Securities Dealers"
"924","listing","incorrectly in","highlight tables"
"925","LSI Logic Corp","reported","net loss"
"925","net loss","third-quarter","$ 35.7 million"
"925","net loss","including","restructuring charge"
"925","restructuring charge","reflects","slowdown"
"925","slowdown","in","semiconductor demand"
"926","Wilfred J. Corrigan",",","chairman and chief executive officer"
"927","Santa Clara",",","Calif"
"927","Santa Clara",",","factory"
"927","factory","to","research and development facility"
"928","Michael Stark",",","chip analyst"
"928","chip analyst","at","Robertson , Stephens & amp ; Co"
"929","chip buyers","keeping","inventories low"
"930","Transportation Department","impose","safety requirements"
"930","safety requirements","for","automobiles"
"930","impose","on","light trucks and vans"
"931","John Leinonen",",","executive engineer"
"931","executive engineer","of","Ford Motor Co"
"931","Ford Motor Co","'s","auto-safety office"
"931","Ford trucks","met","car standards"
"931","car standards","for","roof-crush resistance"
"932","Ford","installing","rear-seat belts"
"932","rear-seat belts","in","trucks"
"932","Ford","its","F-series Crew Cab"
"933","Explorer","have","rear-seat belts"
"934","Sir Peter Walters",",","chairman"
"934","chairman","of","British Petroleum Co"
"934","Sir Peter Walters",",","58-year-old"
"934","Sir Peter Walters","joins","board"
"934","board","of","cement products"
"935","Sir Peter","succeed","Sir John Milne"
"935","Sir John Milne",",","65"
"935","Sir John Milne","retires","Blue Circle nonexecutive chairman"
"936","GOODY PRODUCTS Inc","cut","quarterly dividend"
"936","quarterly dividend","to","five cents a share"
"936","five cents a share","from","11.5 cents a share"
"937","Kearny",",","N.J.-based"
"937","Kearny","maker of","hair accessories"
"937","Kearny","maker of","other cosmetic products"
"937","Kearny","cut","dividend"
"937","Kearny","loss of","$ 992,000"
"937","Kearny","loss of","15 cents a share"
"938","Michael Henderson",",","group chief executive"
"938","group chief executive","of","U.K. metals and industrial materials maker"
"938","Michael Henderson",",","51-year-old"
"938","Michael Henderson","become","chairman"
"938","Michael Henderson","succeeding","Ian Butler"
"938","Ian Butler","is","retiring"
"938","Ian Butler",",","64"
"939","Mr. Butler","remain","the board"
"939","Mr. Butler","as","nonexecutive director"
"940","J.P. Morgan","parent of","Morgan Guaranty Trust Co"
"941","Morgan","evaluate","DFC 's position"
"942","Sandoz AG","rose","group sales"
"942","group sales","to","9.482 billion francs"
"943","Control Data Corp",",","Minneapolis"
"943","joint development agreement","with","MIPS Computer Systems Inc"
"944","reduced-instruction set computing","or","RISC"
"944","RISC","a","technology"
"944","technology","combining","microprocessors and sophisticated software"
"945","MIPS",",","Control Data"
"946","Sunnyvale",",","Calif"
"946","Digital Equipment Corp","similar arrangements","MIPs"
"946","Tandem Computers Inc","similar arrangements","MIPs"
"946","NEC Corp","similar arrangements","MIPs"
"946","Group Bull","similar arrangements","MIPs"
"947","Renaissance","its","money"
"947","money","in","cash equivalents"
"947","cash equivalents","primarily","U.S. Treasury bills"
"948","Robert King",",","senior vice president"
"948","senior vice president","of","OTC trading"
"948","Robinson-Humphrey Co","at","Robinson-Humphrey Co"
"948","Robinson-Humphrey Co","in","Atlanta"
"949","Nasdaq volume","totaled","167.7 million shares"
"950","E.E . `` Buzzy '' Geduld",",","president"
"950","president","of","Herzog , Heine , Geduld"
"950","Herzog , Heine , Geduld","a","New York company"
"950","Herzog , Heine , Geduld","makes","OTC issues"
"951","Mr. King","of","Robinson-Humphrey"
"952","Peter DaPuzzo",",","head"
"952","head","of","retail equity trading"
"952","retail equity trading","at","Shearson Lehman Hutton"
"953","James Tarantino",",","head"
"953","head","of","OTC trading"
"953","OTC trading","at","Hambrecht & amp ; Quist"
"953","Hambrecht & amp ; Quist","in","San Francisco"
"954","Mr. Mahfouz","modeled","work"
"954","work","on","Western classics"
"955","Gabriel Garcia Marquez",",","writer"
"955","Gabriel Garcia Marquez","has","Latin voice"
"956","streets","of","Cairo"
"956","Dickens","'s","London"
"956","Dostoevski","'s","St. Petersburg"
"957","The Thief and the Dogs","written in","1961"
"957","The Thief and the Dogs","is","psychological drama"
"958","Said Mahran","is","Egyptian Raskolnikov"
"958","Said Mahran","is","antihero"
"959","Nasser","whose","dictatorial rule"
"959","socialism","under","Nasser"
"959","dictatorial rule","replaced","monarchy"
"960","Said","left","jail cell"
"960","Said","enter","Cairo society"
"961","Japanese TV manufacturers","including","Matsushita"
"961","Japanese TV manufacturers","including","Hitachi"
"961","Japanese TV manufacturers","including","Toshiba"
"961","Japanese TV manufacturers","petition","exempt portable color TVs"
"961","exempt portable color TVs","with","liquid-crystal displays"
"961","Japanese TV manufacturers","petition","anti-dumping duties"
"961","U.S","imposes","exempt portable color TVs"
"962","James Hurd","pay","tariffs"
"962","Planar","President","James Hurd"
"962","tariffs","high","15 %"
"962","James Hurd","sell","display panels"
"962","display panels","in","Japan"
"962","display panels","in","South Korea"
"962","South Korea","enter","U.S. duty-free"
"962","Japan","enter","U.S. duty-free"
"963","Pierre Vinken",",","61 years old"
"963","Pierre Vinken","join","board"
"963","Pierre Vinken","as","nonexecutive director Nov"
"964","Mr. Vinken","is","chairman"
"964","chairman","of","Elsevier N.V"
"964","Elsevier N.V",",","Dutch publishing group"
"965","400 taxable funds","tracked by","IBC 's Money Fund Report"
"965","average seven-day compound yield","of","400 taxable funds"
"965","average seven-day compound yield","eased","fraction of a percentage point"
"966","Brenda Malizia Negus","editor of","Money Fund Report"
"967","yield","on","six-month Treasury bills"
"967","six-month Treasury bills","sold","auction"
"967","yield","rose","8.04 %"
"967","yield","from","7.90 %"
"968","J.P. Bolduc",",","vice chairman"
"968","vice chairman","of","W.R. Grace & amp ; Co"
"968","W.R. Grace & amp ; Co","holds","83.4 % interest"
"968","83.4 % interest","in","energy-services company"
"968","J.P. Bolduc","elected","director"
"969","Italian businesses","including","Ing . C. Olivetti & amp ; Co"
"969","Italian businesses","formed","consortium"
"969","consortium","lobby for","expo"
"969","expo","in","Venice"
"970","Three gambling casinos","opened","Poland"
"971","three establishments","--","two"
"971","two","in","Warsaw"
"971","three establishments","--","one"
"971","one","in","Krakow"
"971","three establishments","accept","foreign currency"
"971","three establishments","are","joint ventures"
"971","joint ventures","between","Polish firms"
"972","Bogdan Gumkowski","runs","casino"
"972","casino","at","Marriott Hotel"
"972","Warsaw","'s","Marriott Hotel"
"972","ventures","help","Poland"
"972","Poland","service","foreign debt"
"972","foreign debt","","$ 39 billion"
"972","Poland","into","state firms"
"972","state firms","in","joint ventures"
"973","Algeria","plans to increase","natural-gas sales"
"973","natural-gas sales","to","Europe"
"973","natural-gas sales","to","U.S"
"974","North African nation","talks","talks"
"974","talks","with","Italy"
"974","talks","adding","fourth pipe"
"974","fourth pipe","to","section"
"974","section","of","Trans-Mediterranean pipeline"
"974","Trans-Mediterranean pipeline",",","expanding capacity"
"974","expanding capacity","by","six billion cubic meters"
"974","six billion cubic meters","a","year"
"974","expanding capacity","from","12.5 billion"
"975","Algeria","wants to build","pipeline"
"975","pipeline","through","Morocco"
"975","pipeline","across","Strait of Gibraltar"
"975","pipeline","supply","Spain"
"975","pipeline","supply","France"
"975","pipeline","supply","West Germany"
"975","pipeline","supply","15 billion cubic meters"
"975","15 billion cubic meters","a","year"
"975","pipeline","by","late 1990s"
"976","South Africa","'s","National Union of Mineworkers"
"976","National Union of Mineworkers","agreed to suspend","strike"
"976","strike","by","diamond workers"
"976","National Union of Mineworkers","resume","negotiations"
"976","negotiations","with","De Beers Consolidated Mines Ltd"
"976","negotiations","over","wage dispute"
"977","strike","at","five De Beers mines"
"977","strike","began","last Thursday"
"977","strike","with","NUM members"
"977","NUM members","employed","De Beers mines"
"977","9,500","participating","NUM members"
"977","10,000","total","NUM members"
"978","union","demanded","37.6 % increase"
"978","37.6 % increase","in","minimum wage"
"978","De Beers","'s","final offer"
"978","final offer","was","increase of 17 %"
"979","wheat","settled at","$ 4.0675 a bushel"
"980","futures analyst","with","AgResource Co"
"980","AgResource Co","in","Chicago"
"981","CBOT","ordered","Ferruzzi Finanziaria S.p . A"
"981","Ferruzzi Finanziaria S.p . A","ordered","liquidate futures positions"
"981","liquidate futures positions","equal to","23 million bushels of soybeans"
"982","wheat-growing areas","in","Washington"
"982","wheat-growing areas","in","Oregon"
"982","dry weather","of","Great Plains"
"982","dry weather","in","Washington"
"982","dry weather","in","Oregon"
"982","Conrad Leslie","a","futures analyst"
"982","Conrad Leslie","head of","Leslie Analytical"
"982","Leslie Analytical","in","Chicago"
"983","Oklahoma panhandle","short of","moisture"
"984","computer-guided program selling","of","OTC stocks"
"984","OTC stocks","in","Russell Index"
"984","Russell Index","of","2000 small stocks"
"984","OTC stocks","in","500-stock Index"
"984","Standard & amp ; Poor","'s","500-stock Index"
"985","Nasdaq","'s","biggest stocks"
"985","biggest stocks","were","hammered"
"986","McCaw Cellular Communications","offered to buy","LIN Broadcasting"
"986","McCaw Cellular Communications","offered to buy","Metromedia 's New York City cellular telephone interests"
"986","McCaw Cellular Communications","sell","McCaw properties"
"986","McCaw properties","to","Contel Cellular"
"987","McCaw","lost","8 %"
"987","McCaw","lost","3"
"987","McCaw","to","40"
"988","LIN Broadcasting","dropped","5"
"988","LIN Broadcasting","dropped","5 %"
"988","LIN Broadcasting","to","107"
"989","Commercial Intertech",",","maker of engineered metal parts"
"989","$ 27.50-a-share bid","to buy","the company"
"990","Commercial Intertech","plummeted","6"
"990","Commercial Intertech","to","26"
"991","big buyer","of","high-risk , high-yield issues"
"991","First Executive","slid","2"
"991","First Executive","to","12"
"992","Intel","dropped","2"
"992","Intel","to","33"
"992","Laidlaw Transportation","lost","1"
"992","Laidlaw Transportation","to","19"
"992","MCI Communications","slipped","2"
"992","MCI Communications","to","43"
"992","Apple Computer","fell","3"
"992","Apple Computer","to","45"
"992","Nike","dropped","2"
"992","Nike","to","66"
"993","pharmaceutical and packaged-goods companies","including","Colgate-Palmolive Co"
"993","pharmaceutical and packaged-goods companies","including","Eli Lilly & amp ; Co"
"993","pharmaceutical and packaged-goods companies","including","Pfizer Inc"
"993","pharmaceutical and packaged-goods companies","including","Schering-Plough"
"993","pharmaceutical and packaged-goods companies","acquired","cosmetics companies"
"994","Schering-Plough","makes","Maybelline"
"995","Colgate","acquired","Helena Rubenstein"
"995","Helena Rubenstein","in","1973"
"995","Colgate","sold","Helena Rubenstein"
"995","Helena Rubenstein","sold","seven years later"
"996","Short interest","on","New York Stock Exchange"
"996","Short interest","declined for","second consecutive month"
"996","American Stock Exchange","reported","third consecutive record month"
"996","third consecutive record month","of","short interest"
"997","Big Board","dropped","short interest"
"997","short interest","to","523,920,214 shares"
"997","523,920,214 shares","from","547,347,585 shares"
"998","Amex","to","53,496,665 shares"
"998","53,496,665 shares","from","51,911,566 shares"
"999","Amex","reported","36,015,194 shares"
"999","Big Board","a","13.5 % year-to-year rise"
