index,s1,r,s2
"324","rotary","operate","internal combustion"
"324","rotary","still","four-stroke"
"325","Americans","drove","3.148 trillion miles"
"325","Federal Highway Administration","According","Americans"
"325","Surface Transportation Act","invest","305 billion"
"325","Surface Transportation Act","invest","transportation infrastructure"
"325","California","increase","11.3 percent"
"326","BMW","bringing back","8-Series"
"326","8-Series","competition","S-Class"
"326","S-Class",",","Mercedes-Benz"
"326","Harald Krueger",",","chairman"
"326","BMW","’","chairman"
"326","8-Series","uses","four-door layout"
"326","8-Series","similar","6 Series Gran Coupe"
"327","Audi","built","R8"
"327","R8","the","2008"
"327","R8","reworked","RS4"
"327","RS4","’","4.2-liter V8"
"327","V8","good","420 hp"
"327","V8","good","317 lb-ft of torque"
"327","V8","top speed","187 mph"
"327","R8","at","130,000"
"328","Bentley","introduce","Mulsanne range"
"328","Mulsanne","comes","Extended Wheelbase"
"328","Mulsanne","comes","Extended Wheelbase"
"328","Mulsanne","comes","extra rear leg room"
"328","four rear seats","in","face-to-face configuration"
"328","Mulsanne","new","hood"
"328","Mulsanne","new","stainless-steel grille"
"329","Jeremy Clarkson","against","paddle shifters"
"329","BMW","'s","SMG"
"329","Ferrari","'s","F1 transmission"
"329","SMG","were","semi-automatic"
"329","F1 transmission","were","semi-automatic"
"329","BBC","'s","Top Gear"
"329","Jeremy Clarkson","former","host"
"329","Top Gear","'s","host"
"330","Toyota","is","28th most admired company"
"330","28th most admired company","according","survey"
"330","survey","by","Fortune Magazine"
"330","BMW","is","No. 2 slot"
"330","No. 2 slot","in","automotive category"
"330","No. 2 slot","in","survey"
"330","survey","covers","652 companies"
"330","652 companies","from","30 different countries"
"331","David Brown Speedback GT","at","2017 Geneva Motor Show"
"331","David Brown Speedback GT","revealed","Aston Martin DB5"
"331","Aston Martin DB5","with","retro-inspired styling"
"331","Aston Martin DB5","with","aluminium body"
"331","Aston Martin DB5","with","XKR chassis"
"331","Aston Martin DB5","with","Jaguar-sourced supercharged 5.0-liter V8"
"331","David Brown Automotive","reveal","Speedback GT Silverstone Edition"
"331","10 Silverstone Editions","packing","over 600 horsepower"
"332","Nissan","offer","self-driving ride-hailing service"
"332","Nissan","announced","partnership"
"332","Nissan","modify","last-generation Leaf electric car"
"332","Nissan","trialing","self-driving taxi service"
"332","Nissan","in","Yokohama , Japan"
"332","Nissan Leafs","equipped with","autonomous driving technology"
"332","Nissan","working with","Dena"
"333","Koenigsegg Agera RS","set","fastest production car world record"
"333","Koenigsegg Agera RS","on","Nevada highway"
"333","Nevada highway","had to be","shut down"
"333","Christian von Koenigsegg","at","Canadian International Auto Show"
"333","Koenigsegg","earned itself","highly coveted title"
"334","Mercedes","partnered with","Lincoln Park"
"334","car companies","developing","sounds"
"334","US","finalized","rules on how EVs need to sound"
"334","Automakers","have to add","sound"
"335","BMW","planning to electrify","its entire range"
"335","BMW","plans to launch","12 new electric vehicles"
"335","X3 crossover","in","Sweden"
"335","X3","looks virtually identical to","plug-in hybrid"
"335","X3","’ s","charging port"
"335","X3","’ s","lowered suspension"
"336","Diesel vehicles","were","extremely popular"
"336","German court","in","Leipzig"
"336","German court","made","official ruling"
"336","German cities","are now allowed to ban","diesel-powered vehicles"
"336","12 million diesel vehicles","in","Germany"
"337","Jeep","is","Cult Brand"
"337","Jeep","added","mainstream products"
"337","Jeep","become a part of","popular culture"
"337","Mike Manley",",","Head of Jeep Brand"
"337","Jeep brand","acknowledged as","Cult Brand Honoree"
"338","Rolls-Royce","celebrating","101st anniversary"
"338","Charles Rolls","achieved a","non-stop long-distance endurance record"
"338","Claude Johnson","achieved a","non-stop long-distance endurance record"
"338","Sir Henry Royce","achieved a","non-stop long-distance endurance record"
"338","non-stop long-distance endurance record","in","Silver Ghost"
"338","Rolls-Royce","revealed","Silver Ghost Collection"
"338","Silver Ghost Collection","limited to","35 units"
"338","Rolls-Royce","finished in","Cassiopeia Silver paint"
"338","fully-polished wheel centers","feature","Silver Ghost Since 1907 ” lettering"
"339","2019 Ford Fusion","debut","New York Auto Show"
"339","Ford","launching","Ford Co-Pilot360"
"339","Ford Co-Pilot360","includes","automatic emergency braking"
"339","Ford Co-Pilot360","includes","lane-keeping assist"
"339","Ford Co-Pilot360","includes","blind-spot and rear-cross-traffic warning systems"
"339","Ford Co-Pilot360","includes","automatic high beams"
"339","Ford Co-Pilot360","includes","automatic wipers"
"339","SE","coming standard with","1.5-liter turbocharged four-cylinder"
"339","SE","coming standard with","8-inch SYNC 3 touchscreen"
"339","SE","coming standard with","dual-zone automatic climate control"
"340","Audi","cooking up","entry-level V6 version of the R8"
"340","V8-powered R8","discontinued","2015"
"340","entry-level V6 version of the R8","will pack","2.9-liter V6 unit"
"340","2.9-liter twin-turbo six unit","In","Porsche Panamera 4S"
"340","2.9-liter twin-turbo six unit","produces","440 horsepower"
"340","2.9-liter twin-turbo six unit","tuned to deliver","500 hp"
"340","new Audi Sport model","debut at","New York"
"340","Audi","decided to keep","V10"
"341","70th anniversary","of","356"
"341","Porsche","’ s","356"
"341","356","commemorated at","Goodwood Festival of Speed"
"341","Porsche","announced","70 Years of Porsche Sports Cars " exhibition"
"341","70 Years of Porsche Sports Cars " exhibition","in","Germany"
"341","70 Years of Porsche Sports Cars " exhibition","open from","March 20"
"341","70 Years of Porsche Sports Cars " exhibition","at","Drive. Volkswagen Group Forum ” Berlin"
"341","Porsche 356 “ No.1 ” Roadster show car","representing","Origin of the sports car"
"341","Porsche","’ s","Mission E"
"342","Cadillac","expand its current range of","V-Series models"
"342","Cadillac","revealed","CT6 sedan"
"342","CT6 sedan","getting","V-Performance treatment"
"342","Cadillac","announced","CT6 lineup"
"342","CT6 lineup","getting an overhaul incorporating styling cues inspired by","Escala Concept"
"342","CT6 V-Sport","boasts","4.2-liter twin-turbo V8 engine"
"342","4.2-liter twin-turbo V8 engine","produces","550 horsepower"
"342","4.2-liter twin-turbo V8 engine","produces","627 lb-ft of torque"
"342","Cadillac","’ s","twin-turbo V8"
"343","Jeep","hosts","Moab Easter Jeep Safari"
"343","Wrangler","with","Hellcat engine"
"343","Jeep","reveal","52nd Easter Jeep Safari"
"343","Mike Manley",",","Head of Jeep Brand"
"343","Pietro Gorlier",",","Head of Parts and Service"
"343","Wrangler vehicles","fitted with","Mopar accessory"
"344","New York International Auto Show","Located","Javits Center"
"344","New York International Auto Show","Taking place around","Easter weekend"
"344","GMC Sierra","offers","new drivetrains"
"344","GMC Sierra","offers","updated safety and convenience technologies"
"344","Ford","’ s","modular C6 platform"
"345","VW","announced","R-Line package"
"345","Volkswagen Arteon","features","19- or 20-inch aluminium alloy wheels"
"345","Volkswagen Arteon","features","R-Line badging"
"345","Volkswagen Arteon","features","front bumper"
"345","Volkswagen Arteon","features","R-Line air inlets"
"345","Volkswagen Arteon","features","gloss black rear spoiler"
"345","Volkswagen Arteon","equipped with","R-Line package"
"346","new hardcore M2","dubbed","Competition"
"346","BMW","hasn ’ t acknowleged","new hardcore M2"
"346","BMW M2 Competition","will finally break cover on","April 25"
"346","April 25","happens to be the first media day of","Beijing Motor Show"
"346","BMW","previewing","BMW M2 Competition"
"346","BMW Blog","via","Bimmertoday"
"346","BMW M2 Competition","Set to replace","standard M2"
"346","inline-six S55 engine","delivers","425 hp"
"346","inline-six S55 engine","detuned to","410 hp"
"346","inline-six S55 engine","detuned to","370 lb-ft of torque"
"347","Mercedes-AMG","has a longstanding history with","Formula One"
"347","Mercedes-AMG","announced","Mercedes-AMG GT R"
"347","Mercedes-AMG GT R","replacement for","GT S safety car"
"347","Mercedes-AMG GT R","packs","4.0-liter twin-turbo"
"347","4.0-liter twin-turbo","tuned to produce","585 horsepower"
"347","4.0-liter twin-turbo","tuned to produce","520 lb-ft of torque"
"347","Mercedes-AMG GT R","shares the driving dynamics of","AMG GT3 race car"
"347","Mercedes-AMG GT R","tested extensively at","Nurburgring"
"347","Bernd Mayl ä nder","behind the wheel of","Mercedes-AMG safety car"
"348","Audi","’ s","SUV line-up"
"348","Audi","expected to announce","new Q1 crossover"
"348","new Q1 crossover","latest member of","MQB family"
"348","new Q1 crossover","slated to arrive before","2020"
"348","Audi Q1","would rival","BMW X1"
"348","Audi Q1","would rival","Mercedes-Benz GLA"
"348","Audi","upcoming","subcompact SUV"
"348","subcompact SUV","based on","A1 supermini"
"349","Lamborghini Diablo VT","features","6.0-liter V12"
"349","6.0-liter V12","with","550 horsepower"
"349","Lamborghini Diablo VT","features","all-wheel drive"
"349","Ferrari 355","features","3.5-liter V8"
"349","3.5-liter V8","with","375 horsepower"
"349","3.5-liter V8","with","rear-wheel drive"
"350","Lord of the Rings","shot in","New Zealand"
"350","King Kong","shot in","New Zealand"
"350","American imports","limited to","Ford F-150 Raptor"
"350","American imports","limited to","Corvette Stingray"
"350","American imports","limited to","Dodge Hellcats"
"350","Bruce McLaren","was","kiwi"
"351","2011","’ s","Monterey Car Week"
"351","Cadillac","unveiling","Ciel"
"351","Cadillac","on the eve of","The Pebble Beach Concours d ’ Elegance"
"351","125-inch wheelbase","sitting low on","22-inch wheels"
"351","softened body","maintains","European-centric form of styling"
"351","softened body","incorporating","American presence"
"352","Huayra models","purchased by","U.S. buyers"
"352","Pagani Huayra","has","$ 260,000 worth of options"
"352","Pagani Huayra","looks extremely similair to","Alejandro Salomon ’ s 730S Edition"
"352","Pagani Huayra","finished in","Blue Argentina"
"353","Amber Heard","in","The Rum Diary"
"353","Amber Heard","in","Pineapple Express"
"353","Amber Heard","owns","1968 Mustang"
"353","Amber Heard","has","1967 Mercedes 250SL"
"353","Amber Heard","owns",".357 magnum"
"354","C7 Corvette","debut at","Detroit"
"354","Z06","added to","Corvette lineup"
"354","Grand Sport","added to","Corvette lineup"
"354","Tadge Juechter",",","Chief Engineer of the Corvette"
"354","Ed Welburn",",","GM ’ s Vice President of Global Design"
"355","DB11","unveiled at","Geneva Motor Show"
"355","Motor Authority","with","Aston Martin CEO Andy Palmer"
"355","luxury segment","including","luxury SUVs"
"355","luxury segment","including","sedans"
"355","luxury segment","including","sports cars"
"355","luxury segment","including","grand tourers"
"355","high-end brands","like","Porsche"
"355","high-end brands","like","Ferrari"
"355","high-end brands","like","Rolls-Royce"
"355","Aston Martin","plans to debut","DBX"
"356","Volkswagen Beetle","has","Herbie series"
"356","German-spec Type 1","imported","US"
"356","German-spec Type 1","purchased","2004"
"356","Radium Engineering","transformed","Beetle"
"356","Beetle","pumps","305 hp"
"356","40-horsepower engine","replaced","305-hp , four-cylinder turbocharged unit"
"356","305-hp , four-cylinder turbocharged unit","from","Impreza WRX STI"
"357","Rolls-Royce","lifted","Phantom"
"357","Phantom","predecessor","predecessor"
"357","Rolls-Royce","killed","Drophead Coupe"
"357","X-Tomi Design",",","artist"
"357","Phantom","is","aluminium platform"
"357","aluminium platform","calls","Architecture of Luxury"
"358","Advanced Design Center","in","Germany"
"358","Sindelfingen","Germany","Germany"
"358","Gorden Wagener",",","chief designer"
"358","Gorden Wagener","showing","wheel design"
"358","IAA concept","debuted","Frankfurt auto show"
"358","Vision Maybach 6 Concept","introduced","Pebble Beach Concours d ’ Elegance"
"359","Nissan","showcasing","Leaf"
"359","Nissan","brag","aerodynamic efficiency"
"359","aerodynamics","affect","electric car"
"359","Nissan","’","Leaf"
"359","Leaf","showcasing","advanced aerodynamics"
"359","Leaf","stable","high speeds"
"359","Leaf","equipped","ProPILOT Assist technology"
"359","Leaf","last","165 miles"
"359","single charge","with","40 kWh battery"
"360","Fiat Chrysler","recalled","1.4 million vehicles"
"360","Fiat Chrysler","re-examine","cyber security measures"
"360","Fiat Chrysler","find","faults"
"360","Charlie Miller","hired","GM subsidiary Cruise Automation"
"360","Chris Valasek","hired","GM subsidiary Cruise Automation"
"360","Valasek","worked","Uber"
"360","Didi Chuxing","’","China"
"361","Ferrari 458 Italias","catching","fire"
"361","fire","Ferrari","Ferrari"
"361","fire","faulty","rear wheel arch"
"361","Lamborghini Gallardo LP570-4 Superleggera","caught","fire"
"361","Seattle",",","Washington"
"362","124","’","package"
"362","softer suspension","works better","corners"
"362","package","is","softer suspension"
"362","package","is","exhaust"
"362","Eddie","modified","124"
"362","Eddie","previous","500"
"362","500","used","larger turbocharger"
"363","M5","’","hardware"
"363","M5","an","automatic transmission"
"363","M5","an","twin-turbo 4.4-liter V8 engine"
"363","twin-turbo 4.4-liter V8 engine","pumps out","600 horsepower"
"363","twin-turbo 4.4-liter V8 engine","pumps out","553 lb-ft of torque"
"364","$ 48 million","for","Ferrari 250 GTO"
"364","Jaguar-Land Rover","opened","Classic Center"
"364","Jaguar-Land Rover","offer","Classic Infotainment System"
"364","Porsche","released","vintage-style radio head"
"364","Classic Infotainment System","features","3.5-inch high-resolution touchscreen"
"364","Classic Infotainment System","made with","metal knobs"
"365","McLaren 720S","for","Bitcoins"
"365","Bitcoin","for","Bugatti Chiron"
"365","Bitcoin","for","Pagani Huayra"
"365","Bitcoin","to buy","Rolls-Royce"
"365","Motor Cars Houston","accept","Bitcoin"
"365","Motor Cars Houston","accept","Bitcoin Cash"
"366","i3","can only travel","114 miles"
"366","i3S","can only go","107 miles"
"366","Lion Smart","developed","Light-Battery Concept"
"366","Light-Battery Concept","features","Supercell"
"366","i3","behind","Chevy Bolt"
"366","i3","behind","Tesla Model 3"
"367","Model 3","cracked","top 10 best-selling cars"
"367","Toyota Corolla","outsell","Model 3"
"367","Camry","outsell","Model 3"
"367","Honda Accord","outsell","Model 3"
"367","Nissan Sentra","outsell","outsell"
"367","Altima","outsell","Model 3"
"367","Model 3","had a","sales milestone"
"367","Model 3","beating out","BMW passenger car model range"
"368","Bentley","’","6.8-liter V8"
"368","6.8-liter V8","is","57 years-old"
"368","Wolfgang Durheimer",",","CEO"
"368","Bentley",",","CEO"
"368","next generation","powered by","12-cylinder engine"
"368","next generation","flagship","Bentley"
"368","V8","launched","1959"
"368","V8","comes","cylinder head design"
"369","Sergio Marchionne",",","CEO"
"369","Ferrari","Newly","CEO"
"369","Sergio Marchionne","heads","FCA"
"369","LaFerrari Spider","is","production"
"369","Marchionne","confirming","production"
"369","customers","been","approached"
"369","approached","about","convertible LaFerrari"
"369","approached","by","Ferrari"
"370","Hummer","is","four-door pickup"
"370","Hummer","owned","Tupac Shakur"
"370","Hummer","has","10,101 miles"
"370","Tupac Shakur","was","gunned down"
"370","Hummer","powered by","turbocharged 6.5-liter diesel V8"
"370","turbocharged 6.5-liter diesel V8","rated","195 horsepower"
"370","turbocharged 6.5-liter diesel V8","rated","430 lb-ft of torque"
"370","Hummer","fetch","100,000"
"371","list","of","four"
"371","four","less than","25,000"
"371","280SEL","in","list"
"371","280SEL","in","list"
"371","M117","in","list"
"371","S-Class","in","list"
"371","S-Class","built on","W108 chassis"
"372","CLA","starts at","32,050"
"372","S-Class","same price","CLA"
"372","S550s","from","2007-2010"
"372","CLA","has","2.0-liter four cylinder turbo"
"372","S-Class","has","382 horsepower V8"
"372","S-Class","has","ventilated seats"
"372","CLA","'s","stiff seats"
"373","BMW","was","first carmaker"
"373","BMW","car","2002 Turbo"
"373","first carmaker","in","Germany"
"373","BMW","to","win"
"373","BMW","first","turbocharged engine manufacturer"
"373","win","the","Formula 1 world championship"
"373","Formula 1 world championship","with","Nelson Piquet"
"373","N54","debuted","335i"
"373","335i","as","twin-turbo 3.0-liter inline-six"
"374","812 Superfast","uses","V12"
"374","Cosworth","developed","powertrain package"
"374","powertrain package","encompass","gasoline-electric hybrid"
"374","internal-combustion engine","produce","1,000 horsepower"
"374","1,000 horsepower","at","10,500 rpm"
"375","Mercedes","2019","C-Class"
"375","spies","spotted","C-Class"
"375","prototype","of","C-Class"
"375","C-Class","modified","MRA2-rear drive platform"
"375","MRA2-rear drive platform","shared","E-Class"
"375","Mercedes","testing","C-Class"
"376","pace car","for","Daytona 500"
"376","Chevy","with","Camaro"
"376","Chevy","with","Corvette"
"376","pace car","like","Camaro"
"376","pace car","like","Corvette"
"376","pace car","first time","Silverado 1500"
"376","Silverado 1500","a","pickup truck"
"376","Silverado 1500","packs","6.2-liter V8 engine"
"377","Veloster N","is","hatchback"
"377","Hyundai","offering","Veloster N"
"377","Veloster N","for","$ 429 a month"
"377","$ 429 a month","for","36 months"
"377","Veloster N","base","250 hp"
"377","Veloster N","base","six-speed manual"
"377","Veloster N","Performance Package","275 hp"
"378","Mercedes-Benz","is","German automaker"
"378","EQC","is","Mercedes-Benz"
"378","Mercedes","released","photos"
"378","photos","proving","safe"
"378","Mercedes-Benz","has","crash test center"
"378","subframe","surrounds","drive components"
"379","Elantra","driving","Elantra"
"379","Elantra","driving","one-million-mile"
"379","Hyundai","documented","story"
"379","Haines","averages","200,000 miles a year"
"379","Haines","drives","her job"
"379","Haines","customized","Elantra"
"379","Elantra","customized","front-grille guard"
"380","Stefan Winkelmann","Alsatian marque","chief executive"
"380","Volkswagen","began","8.0-liter W16 engine"
"380","8.0-liter W16 engine","produced","623 horsepower"
"380","8.0-liter W16 engine","produced","561 lb-ft of torque"
"380","8.0-liter W16 engine","in","Bentley Hunaudi è res concept"
"380","8.0-liter W16 engine","developing","1990s"
"380","8.0-liter W16 engine","production","2005"
"380","Bugatti Veyron","production","2005"
"380","quadruple-turbocharged","in","Bugatti Veyron"
"381","Volkswagen","move on","Dieselgate scandal"
"381","Volkswagen","replaced","CEO"
"381","Volkswagen","replaced","high-level executives"
"381","Rupert Stadler","former","Audi CEO"
"381","Rupert Stadler","was","arrested"
"381","Rupert Stadler","alleged role","Dieselgate scandal"
"381","Frank Welsch",",","VW ’ s technical chief"
"381","Frank Welsch","at","Wolfsburg , Germany"
"382","India","’","Tata Motors"
"382","Tata Motors","took over","Jaguar Land Rover"
"382","Jaguar Land Rover",",","cash-strapped"
"382","four-cylinder gasoline engine","in","XE"
"382","four-cylinder gasoline engine","in","XF"
"382","four-cylinder gasoline engine","in","F-Pace SUV"
"382","four-cylinder gasoline engine","drop the price","$ 47,775"
"383","PSA",",","French carmaker"
"383","PSA","makes","Peugeot"
"383","PSA","makes","Citroen"
"383","PSA","makes","DS cars"
"383","PSA","unsuccessful","merger"
"383","PSA","collaborate","Crossland X"
"383","Opel","collaborate","Crossland X"
"383","merger","in","2013"
"384","Australia ’ s Competition and Consumer Commission","found","potential fire hazard"
"384","potential fire hazard","in","Aventador models"
"384","Australia ’ s Competition and Consumer Commission","issued","recall"
"384","recall","to","Lamborghini"
"384","recall","affected","104"
"384","recall","affected","Australia"
"384","worldwide","issued","recall"
"384","Lamborghini","issued","recall"
"384","recall","affects","5,900"
"385","Lexus","flagship","LS 500"
"385","Lexus","at","Detroit Auto Show"
"385","LS 500","reveal","Detroit Auto Show"
"385","Lexus","revealed","LS 500h"
"385","LS 500h","Powered","Multi Stage Hybrid System"
"385","powertrain","combines","3.5-liter V6 gasoline engine"
"385","powertrain","combines","two electric motors"
"385","powertrain","produce","354 horsepower"
"385","powertrain","identical","LC 500h coupe"
"386","Aston Martin","branded","cars"
"386","DB","branded","initials"
"386","DB","after","David Brown"
"386","Aston Martin","savior","David Brown"
"386","Jaguar XK","borrows","5.0-liter V8"
"386","David Brown Speedback GT",",","Aston Martin"
"386","David Brown Speedback GT","based","5.0-liter V8"
"386","5.0-liter V8","output","510 horsepower"
"386","5.0-liter V8","output","625 lb-ft of torque"
"387","Ford Focus RS","is","American hot hatch"
"387","Reykjavik",",","Iceland"
"387","Daniel Ivanovics","of","Reykjavik"
"387","Daniel Ivanovics","showed off","Ford Focus RS"
"387","Daniel Ivanovics","plowing","snow"
"387","Daniel Ivanovics","use","Ford Focus RS"
"387","Daniel Ivanovics",",","YouTuber"
"388","Audi S5","is","4.2-liter V8"
"388","Audi S5","is","German beast"
"388","Audi S5","with","354 horsepower"
"388","Audi S5","costs","$ 55,000"
"388","Audi S5","available with","six-speed manual transmission"
"389","Mercedes-Benz","built","CLA"
"389","Mercedes-Benz","offers","Maybach"
"389","CLA","Introduced in","2014"
"389","CLA","is","high-end luxury vehicle"
"390","Jeep Compass","in production since","2006"
"390","Patriot","in production since","2006"
"390","Jeep","decided to launch","C ( segment ) SUV"
"390","C-segment SUV","compete directly against","VW Tiguan"
"390","C-segment SUV","compete directly against","Mazda CX-5"
"390","C-segment SUV","based on","Renegade"
"390","Renegade","developed by","Fiat"
"390","Renegade","developed by","GM"
"391","convertible supercar",",","McLaren 650S"
"391","convertible supercar",",","Lamborghini Huracan"
"391","convertible supercar",",","Ferrari 488"
"391","Lamborghini Huracan","'s","5.2-liter V10"
"391","5.2-liter V10","with","610 hp"
"391","Ferrari 488","has","660 hp"
"391","660 hp","from","3.9-liter twin-turbo V8"
"391","McLaren 650S","has","3.8-liter V8"
"392","Ford","announced","Mustang"
"392","Mustang","come to","Europe"
"392","Mustang","available in","right-hand drive spec"
"392","Camaro","competing with","Mustang"
"392","Camaro ’ s chief designer Al Oppenheiser","at","2016 New York Auto Show"
"392","Mustang","sold out in","Australia"
"393","UK","’ s","The Guardian"
"393","Dyson","developing","EV"
"393","Malmesbury",",","Wiltshire"
"393","Dyson ’ s CEO",",","Max Conze"
"393","friends in Cupertino","(","Apple"
"393","Company founder and inventor",",","Sir James Dyson"
"393","solid-state battery company","called","Sakti3"
"394","i3","made their way onto","Consumer Reports list of used cars to avoid buying"
"394","Model","made their way onto","Consumer Reports list of used cars to avoid buying"
"394","Leaf","made their way onto","Consumer Reports list of used cars to avoid buying"
"394","2013",",","Model S"
"394","2015",",","Model S"
"394","Leaf",",","2013 model"
"395","Bruno Senna","helm","McLaren Senna"
"395","Bruno Senna","at","Goodwood Festival of Speed"
"395","McLaren Senna","hill climb","Goodwood Festival of Speed"
"395","coach bus driver","stuck","parking lot entrance"
"395","McLaren Senna","shipped to","Brazil"
"395","McLaren Senna","is","pre-production model"
"396","electronic sign","flash","symbol of a mobile phone"
"396","electronic sign","alerting","put the phone down"
"396","signs","installed","Norwich"
"396","signs","installed","Norfolk"
"396","signs","cost","£ 6,000 each"
"396","sign","ca n't record","registration number"
"396","sign","ca n't record","issue a ticket"
"397","Mini John Cooper Works Hardtop International Orange Edition","unveiled","Mini Takes the States Rally"
"397","Mini John Cooper Works Hardtop International Orange Edition","based","top-of-the-line JCW hatch"
"397","Mini John Cooper Works Hardtop International Orange Edition","with","2.0-liter turbo"
"397","2.0-liter turbo","kicking","228 horsepower"
"397","2.0-liter turbo","kicking","236 lb-ft of torque"
"397","Mini John Cooper Works Hardtop International Orange Edition","with","orange paint job"
"397","mirror caps","are","carbon fiber"
"397","Pro Exhaust tailpipes","is","chrome"
"398","Daihatsu Cuore","with","1.0-liter inline-three-cylinder engine"
"398","Japanese","imported","Daihatsu Cuore"
"398","Daihatsu Cuore","set","improbable save of 2018"
"398","Daihatsu Cuore","A","two-decade-old"
"398","Daihatsu Cuore","one of","660cc"
"399","Gooding and Company","auctioned off","SSJ"
"399","Gooding and Company","auctioned off","22-million"
"399","Shelby Cobra","previous","13.75 million"
"399","SSJ","’","short-chassis"
"399","‘ standard ’ SJ","with","320 hp"
"399","SSJs","produced","two"
"399","SSJs","making","supercharged 6.9-liter straight-eight engine"
"400","Alfa Romeo","sold","4C"
"400","Alfa Romeo","sold","Giulia"
"400","Alfa Romeo","sold","Stelvio"
"400","Alfa Romeo","The","Italian brand"
"400","Alfa Romeo","expand","GTV coupe"
"400","Alfa Romeo","goal","400,000 annual sales"
"401","Carlos Salaff","behind","Furai"
"401","Carlos Salaff","behind","Nagare"
"401","Mazda","cars","Furai"
"401","Mazda","cars","Nagare"
"401","Carlos Salaff","showcased","Salaff C2"
"401","Salaff C2","at","Pebble Beach"
"401","Carlos Salaff","design","Mazda3"
"401","Carlos Salaff","design","MX-5"
"402","Bentley","stopped building","Brooklands"
"402","Brooklands",",","two-door luxury coupe"
"402","Brooklands","based","Azure"
"402","Azure","based","Arnage"
"402","Bentley","never built a coupe version","Mulsanne"
"402","Ares Design","called","Italian coachbuilder"
"402","Ares Design","at","Monterey Car Week"
"402","Ares Design","built","private client"
"402","private client","opted","two-tone paint job"
"403","Supra","remain","rear-wheel drive"
"403","Toyota","cut ties","Supra"
"403","Toyota","cut ties","Celica"
"403","Celica","moved","front-wheel-drive platform"
"403","Supra","evolve","halo model"
"403","Toyota","invest","technology"
"404","Mercedes-AMG","launch","Project One"
"404","Aston Martin","launch","Valkyrie"
"404","Fernando Pastre Fertona","render artist","Brazlian"
"404","Fernando Pastre Fertona","speculative design","successor"
"404","LaFerrari","’","successor"
"404","Ferrari","ruled out","F1 technology"
"404","Michael Leiters","’","chief technology officer"
"405","’","’","Civic Si"
"405","Civic Si","turbocharged 1.5-liter four-cylinder","turbocharged 1.5-liter four-cylinder"
"405","turbocharged 1.5-liter four-cylinder","designed","hundreds of thousands of miles"
"405","turbocharged 1.5-liter four-cylinder","output","205 hp"
"405","turbocharged 1.5-liter four-cylinder","output","192 lb-ft of torque"
"405","previous Civic Si","has","205 hp"
"405","previous Civic Si","has","174 lb-ft"
"406","BMW","revealed","8 Series concept"
"406","850i",",","BMW"
"406","850i","roll across","auction"
"406","RM Sotheby","’","auction"
"406","auction","in","Santa Monica , California"
"406","850i","estimated","25,000"
"406","850i","estimated","35,000"
"406","850i","powered","5.0-liter V12"
"406","5.0-liter V12","with","296 hp"
"407","Fiat Chrysler","filed","patent application"
"407","patent application","name","Cuda"
"407","patent application","submitted","Patent and Trademark Office"
"407","Cuda","use","motor vehicles"
"407","Cuda","use","passenger automobiles"
"407","Cuda","use","structural parts"
"407","Cuda","use","trims"
"407","Cuda","use","badges"
"407","Alfa Romeo","developed","Giorgio platform"
"408","Edgar Wright","by","Directed"
"408","Baby Driver","car chase movie","car chase movie"
"408","Jeremy Fry",",","stunt driver"
"408","stunt","by","Jeremy Fry"
"408","Jeremy Fry","film credits","Drive"
"408","Jeremy Fry","film credits","Batman V Superman"
"408","Jeremy Fry","film credits","John Wick : Chapter 2"
"408","Impreza WRX STI","in","Baby Driver"
"408","Robert Nagel",",","stunt coordinator"
"408","Robert Nagel",",","second unit director"
"409","driven","driven","14,215 miles"
"409","Toyota Supra","a","19-year-old car"
"409","Toyota Supra","for","sale"
"409","Toyota Supra","price","125,000"
"409","Toyota Supra","is","original"
"409","original","mean","3.0-liter turbocharged inline-six"
"409","Hartford","in","Hartford Toyota"
"409","Hartford",",","Connecticut"
"410","Audi","builds","RS7"
"410","Audi models","reach","Bugatti Veyron"
"410","B5 generation S4 wagon","given","3.0-liter engine"
"410","3.0-liter engine","from","RS4"
"410","3.0-liter engine","fitted","GT3086 turbo"
"410","stock B5 S4","used","2.7-liter twin-turbo V6"
"410","2.7-liter twin-turbo V6","making","261 hp"
"411","Goodwood Festival of Speed","featuring","pivotal race cars"
"411","Goodwood Festival of Speed","featuring","tribute to Ferrari"
"411","Goodwood Festival of Speed","featuring","feisty Fords"
"411","feisty Fords","showing","Ford GT supercar"
"411","WRX STI Type RA NRB Special","debut","Goodwood Festival of Speed"
"411","RA","stands","Record Attempt"
"411","WRX STI Type RA NRB Special","broke","FIA World Speed Endurance Record"
"412","Kia","top","Initial Quality Study"
"412","J.D. Power","’","Initial Quality Study"
"412","Initial Quality Study","reported","72 problems per 100 vehicles"
"412","Porsche","awarded","number three"
"412","number three","with","78 problems per 100"
"412","Ford","scored","86"
"412","Ram","scored","86"
"413","Lamborghinis","stolen","Thailand"
"413","Lamborghinis","stolen","Thailand"
"413","Porsches","shipped","Thailand"
"413","Porsches","shipped","Thailand"
"413","BMWs","stolen","Thailand"
"413","BMWs","shipped","Thailand"
"413","stolen","in","organized crime scam"
"413","shipped","in","organized crime scam"
"413","scam","aid","customs officials"
"414","Chevrolet Camaro","dethroned","Ford Mustang"
"414","Chevrolet Camaro","as","America ’ s top-selling muscle car"
"414","Flat Rock , Michigan , plant","makes","Ford Mustang"
"414","Lincoln Continental","sold","775 units"
